;;#Dev Description;Stat Group;Slot;Affix Group;Special;MinRarity;;;;;;;;;;;;#;#;#;#;#;;#;#;#;#;#;#;#;weap1;head1;tors1;hand1;wais1;feet1;ring1;jewl1;amul1;reli1;weap2;head2;tors2;hand2;wais2;feet2;ring2;jewl2;amul2;reli2;weap3;head3;tors3;hand3;wais3;feet3;ring3;jewl3;amul3;reli3;weap4;head4;tors4;hand4;wais4;feet4;ring4;jewl4;amul4;reli4;weap5;head5;tors5;hand5;wais5;feet5;ring5;jewl5;amul5;reli5;#weap;#head;#tors;#hand;#wais;#feet;#ring;#jewl;#amul;#reli;#;#;#;#;#;#;#;#;#;;;;#;;Ability1;;;;;;;;;;;;;;;;;;#;#;#;#;#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability4;;;;;;;;;;;;;;;;;;Ability5;;;;;;;;;;;;;;;;;;Ability6;;;;;;;;;;;;;;;;;;Ability7;;;;;;;;;;;;;;;;Ability8;;;;;;;;;;;;;;;
;hr%;Health Regen %;P.Item;none;@hr;FALSE;epic;3.2;2;2;2;2;2;1;1.25;1.5;1.75;2;0.01;0.008;0.00667;0.00571;0.005;FALSE;;;9999;9999;9999;9999;9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;';';';';';;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;hpr;group;P;;;;;;;;;;;0;per;0.02;0;1;0.02;;per;0.02;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;suh%;Summon Health %;P.Item;none;@suh%;FALSE;epic;3.2;2;2;2;2;2;1;1;1;1;1;0.005;0.005;0.005;0.005;0.005;FALSE;;50;100;200;300;400;500;0;40;100;30;10;30;0;0;0;30;0;80;200;60;20;60;0;0;0;60;0;120;300;90;30;90;0;0;0;90;0;160;400;120;40;120;0;0;0;120;0;200;500;150;50;150;0;0;0;150;0;0.4;1;0.3;0.1;0.3;0;0;0;0.3;120%;240%;360%;480%;600%;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;hp;group;Su;;;;;;;;;;;0;per;0.01;0;1;0.01;;per;0.01;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;suhr%;Summon Health Regen %;P.Item;none;@suhr%;FALSE;epic;3.2;2;2;2;2;2;10;10;10;10;10;0.005;0.005;0.005;0.005;0.005;FALSE;;50;100;200;300;400;500;0;40;100;30;10;30;0;0;0;30;0;80;200;60;20;60;0;0;0;60;0;120;300;90;30;90;0;0;0;90;0;160;400;120;40;120;0;0;0;120;0;200;500;150;50;150;0;0;0;150;0;0.4;1;0.3;0.1;0.3;0;0;0;0.3;120%;240%;360%;480%;600%;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;hpr;group;Su;;;;;;;;;;;0;per;0.1;0;1;0.1;;per;0.1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;pul%;Pull Area %;P.Item;none;@pul;FALSE;epic;3.2;2;2;2;2;2;1;1.25;1.5;1.75;2;0.005;0.004;0.00333;0.00286;0.0025;FALSE;;;9999;9999;9999;9999;9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;';';';';';;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pul;group;P;;;;;;;;;;;0;per;0.01;0;1;0.01;;per;0.01;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;g%;Gold Multiplier %;P.Item;none;@g;FALSE;rare;3;1;1;1;1;1;1;1;1;1;1;0.03;0.03;0.03;0.03;0.03;FALSE;;10;10;20;30;40;50;0;0;0;10;10;0;0;0;0;10;0;0;0;20;20;0;0;0;0;20;0;0;0;30;30;0;0;0;0;30;0;0;0;40;40;0;0;0;0;40;0;0;0;50;50;0;0;0;0;50;0;0;0;1;1;0;0;0;0;1;90%;180%;270%;360%;450%;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;gdm;group;P;;;;;;;;;;;0;per;0.03;0;1;0.03;;per;0.03;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;pdr%;Pick Ups Drop Multiplier %;P.Item;none;@pdr;FALSE;rare;3;1;1;1;1;1;1;1;1;1;1;0.02;0.02;0.02;0.02;0.02;FALSE;;30;30;60;90;120;150;0;0;0;30;0;0;18;18;24;30;0;0;0;60;0;0;36;36;48;60;0;0;0;90;0;0;54;54;72;90;0;0;0;120;0;0;72;72;96;120;0;0;0;150;0;0;90;90;120;150;0;0;0;1;0;0;0.6;0.6;0.8;1;240%;480%;720%;960%;1200%;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pdr;group;P;;;;;;;;;;;0;per;0.02;0;1;0.02;;per;0.02;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;a-;Armor-;P.Item;none;@a-;FALSE;brok;0;1;1;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;FALSE;;;50;100;150;200;250;0;20;50;15;5;15;0;0;0;15;0;40;100;30;10;30;0;0;0;30;0;60;150;45;15;45;0;0;0;45;0;80;200;60;20;60;0;0;0;60;0;100;250;75;25;75;0;0;0;75;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;base;stat;arm;group;P;;;;;;;;;;;0;val;-1;0;1;-1;;val;-1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;e-;Evasion-;P.Item;none;@e-;FALSE;brok;0;1;1;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;FALSE;;;50;100;150;200;250;0;0;30;0;5;30;0;0;0;15;0;0;60;0;10;60;0;0;0;30;0;0;90;0;15;90;0;0;0;45;0;0;120;0;20;120;0;0;0;60;0;0;150;0;25;150;0;0;0;75;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;base;stat;eva;group;P;;;;;;;;;;;0;val;-1;0;1;-1;;val;-1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;h-;Health-;P.Item;none;@h-;FALSE;brok;0;1;1;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;FALSE;;;25;50;75;100;125;0;10;25;7;2;7;0;0;0;7;0;20;50;15;5;15;0;0;0;15;0;30;75;22;7;22;0;0;0;22;0;40;100;30;10;30;0;0;0;30;0;50;125;37;12;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;base;stat;hp;group;P;;;;;;;;;;;0;val;-1;0;1;-1;;val;-1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;hr-;Health Regen-;P.Item;none;@hr-;FALSE;comm;0;10;10;10;10;10;1;1;1;1;1;-0.01;-0.01;-0.01;-0.01;-0.01;FALSE;;;40;80;120;160;200;0;0;20;0;0;0;0;0;10;40;0;0;40;0;0;0;0;0;20;80;0;0;70;0;0;0;0;0;30;120;0;0;90;0;0;0;0;0;40;160;0;0;120;0;0;0;0;0;60;200;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;base;stat;hpr;group;P;;;;;;;;;;;0;val;-0.1;0;1;-0.1;;val;-0.1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;hol-;Heal on Level-;P.Item;none;@hr-;FALSE;comm;0;3;3;3;3;3;1;1;1;1;1;-0.66667;-0.66667;-0.66667;-0.66667;-0.66667;FALSE;;;45;90;135;180;225;0;0;27;0;15;0;0;0;0;45;0;0;57;0;30;0;0;0;0;90;0;0;87;0;48;0;0;0;0;135;0;0;117;0;63;0;0;0;0;180;0;0;144;0;81;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;heal_self_flat;trigger;gain_lvl;;;;;;;;;;;;;;;0;val;-2;0;1;-2;;val;-2;1;0;;cha;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;heal%-;Heals Multiplier %-;P.Item;none;@heal-;FALSE;rare;0;20;25;30;35;40;1;1;1;1;1;-0.005;-0.004;-0.00333;-0.00286;-0.0025;FALSE;;;20;50;90;140;200;0;0;20;0;0;0;0;0;0;20;0;0;50;0;0;0;0;0;0;50;0;0;90;0;0;0;0;0;0;90;0;0;140;0;0;0;0;0;0;140;0;0;200;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;hpg;group;P;;;;;;;;;;;0;per;-0.1;0;1;-0.1;;per;-0.1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;ls-;Lifesteal on Hit (% chance)-;P.Item;none;@ls-;FALSE;comm;0;7;7;7;7;7;1;1;1;1;1;0.00143;0.00143;0.00143;0.00143;0.00143;FALSE;;;105;210;315;420;525;105;0;0;21;0;0;21;21;105;0;210;0;0;42;0;0;42;42;210;0;315;0;0;63;0;0;63;63;315;0;420;0;0;84;0;0;84;84;420;0;525;0;0;105;0;0;105;105;525;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;heal_self_flat;trigger;hit_any;;;;;;;;;;;;;;;0;cha;0.01;0;1;0.01;;cha;0.01;1;0;;val;-1;0;0;;nth;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;hok-;Lifeheal on Attack-Kill (% chance)-;P.Item;none;@ls-;FALSE;comm;0;4;4;4;4;4;1;1;1;1;1;0.0025;0.0025;0.0025;0.0025;0.0025;FALSE;;;60;120;180;240;300;60;0;0;60;0;0;16;16;24;36;120;0;0;120;0;0;36;36;48;72;180;0;0;180;0;0;52;52;72;108;240;0;0;240;0;0;72;72;96;144;300;0;0;300;0;0;88;88;120;180;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;heal_self_flat;trigger;nth_exe;;;;;;;;;;;;;;;0;cha;0.01;0;1;0.01;;cha;0.01;1;0;;val;-1;0;0;;nth;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;hod-;Lifeheal on Enemy Dies (% chance)-;P.Item;none;@ls-;FALSE;comm;0;9;9;9;9;9;1;1;1;1;1;0.00111;0.00111;0.00111;0.00111;0.00111;FALSE;;;90;180;270;360;450;90;90;0;0;0;0;27;27;36;54;180;180;0;0;0;0;54;54;72;108;270;270;0;0;0;0;81;81;108;162;360;360;0;0;0;0;108;108;144;216;450;450;0;0;0;0;135;135;180;270;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;heal_self_flat;trigger;death;re_enemy;;;;;;;;;;;;;;0;cha;0.01;0;1;0.01;;cha;0.01;1;0;;val;-1;0;0;;nth;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;d%-;Damage %-;P.Item;none;@d-;FALSE;brok;0;1;1;1;1;1;1;1;1;1;1;-0.004;-0.004;-0.004;-0.004;-0.004;FALSE;;;200;400;600;800;1000;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pow;group;;;;;;;;;;;;0;per;-0.004;0;1;-0.004;;per;-0.004;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;ad%-;Attack Damage %-;P.Item;none;@d-;FALSE;brok;0;1;1;1;1;1;1;1;1;1;1;-0.006;-0.006;-0.006;-0.006;-0.006;FALSE;;;100;200;300;400;500;100;26;0;40;0;0;12;12;49;26;200;53;0;80;0;0;24;24;99;53;300;80;0;120;0;0;36;36;148;80;400;107;0;160;0;0;48;48;198;107;500;134;0;200;0;0;60;60;247;134;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pow;group;P.Weapon;;;;;;;;;;;0;per;-0.006;0;1;-0.006;;per;-0.006;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;dd%-;Dash Damage %-;P.Item;none;@d-;FALSE;comm;0;1;1;1;1;1;1;1;1;1;1;-0.006;-0.006;-0.006;-0.006;-0.006;FALSE;;;100;200;300;400;500;80;26;0;0;0;60;12;12;49;26;160;53;0;0;0;120;24;24;99;53;240;80;0;0;0;180;36;36;148;80;320;107;0;0;0;240;48;48;198;107;400;134;0;0;0;300;60;60;247;134;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pow;group;P.Skill.Dash;;;;;;;;;;;0;per;-0.006;0;1;-0.006;;per;-0.006;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;sd%-;Strike Damage %-;P.Item;none;@d-;FALSE;comm;0;1;1;1;1;1;1;1;1;1;1;-0.006;-0.006;-0.006;-0.006;-0.006;FALSE;;;100;200;300;400;500;100;26;0;40;0;0;12;12;49;26;200;53;0;80;0;0;24;24;99;53;300;80;0;120;0;0;36;36;148;80;400;107;0;160;0;0;48;48;198;107;500;134;0;200;0;0;60;60;247;134;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pow;group;P.Skill.Strike;;;;;;;;;;;0;per;-0.006;0;1;-0.006;;per;-0.006;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;cd%-;Cast Damage %-;P.Item;none;@d-;FALSE;comm;0;1;1;1;1;1;1;1;1;1;1;-0.006;-0.006;-0.006;-0.006;-0.006;FALSE;;;100;200;300;400;500;100;26;0;40;0;0;12;12;49;26;200;53;0;80;0;0;24;24;99;53;300;80;0;120;0;0;36;36;148;80;400;107;0;160;0;0;48;48;198;107;500;134;0;200;0;0;60;60;247;134;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pow;group;P.Skill.Cast;;;;;;;;;;;0;per;-0.006;0;1;-0.006;;per;-0.006;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;pd%-;Power Damage %-;P.Item;none;@d-;FALSE;comm;0;1;1;1;1;1;1;1;1;1;1;-0.006;-0.006;-0.006;-0.006;-0.006;FALSE;;;100;200;300;400;500;100;26;0;40;0;0;12;12;49;26;200;53;0;80;0;0;24;24;99;53;300;80;0;120;0;0;36;36;148;80;400;107;0;160;0;0;48;48;198;107;500;134;0;200;0;0;60;60;247;134;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;pow;group;P.Skill.Power;;;;;;;;;;;0;per;-0.006;0;1;-0.006;;per;-0.006;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
