n/a;code;#desc;#sort1;#t;#elite;#sec;isboss;team;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;#tag1;#tag2;#tag3;#tag4;#family;persona;#minm;#mint2;#mint3;#mint4;#mint5;#200val;#;#rfr;#ms;#hits;#barrier;#dps;#dmg;#at;#are;#vlc;#aicd;#status;#pnc;#dur;tas;tam;mint1;rfr;val;#avgv;#maxv;#wcnt;#avggr;mingr;maxgr;max;#;smvm;shp;shpr;s%red;s%res;skbkres;sstares;schadod;shit;#;#mvmB;mvm;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#;#ghits;#;#;#;#;#;#;#;#;#;#hpB;#hits;hp;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#hprB;#hprs;#hpr%;hpr;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;%red;#%red;_gro;%res;#%res;_gro;kbkres;#kbkres;_gro;stares;#stares;_gro;chadod;#chadod;_gro;hit;#hit;_gro;#hit;#drops;#avgxp;#xphpm;xpdrop;#xpdrop;_gro;xpdr%;tpdrop;#avgg1;#avgg2;#avgg3;#avgg4;#avgg5;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;goldr%;#enekidrop;#percdrop;#avgh;pdrop%;#enekidrop;#percdrop;pickup1;probw;pickup2;probw;pickup3;probw;pickup4;probw;eol;idrop%;#enekidrop;#percdrop;iam1;iam2;iam3;iam4;iam5;#iam1;#iam2;#iam3;#iam4;#iam5;#iamavg;#ntru1;#mtru1;#ngro1;#mgro1;brok;#brok;_gro1;#ntru2;#mtru2;#ngro2;#mgro2;comm;#comm;_gro2;#ntru3;#mtru3;#ngro3;#mgro3;rare;#rare;_gro3;#ntru4;#mtru4;#ngro4;#mgro4;epic;#epic;_gro4;#ntru5;#mtru5;#ngro5;#mgro5;myth;#myth;_gro5;#ntru6;#mtru6;#ngro6;#mgro6;immo;#immo;_gro6;#wsum0;#wsum20;treasure1;val1;#%;treasure2;val2;#%;treasure3;val3;#%;treasure4;val4;#%;treasure5;val5;#%;treasure6;val6;#%;treasure7;val7;#%;treasure8;val8;#%;treasure9;val9;#%;#t;eol;entity;variant;ai;ais_1;ability_1;ais_2;ability_2;ais_3;ability_3;ais_4;ability_4;ais_5;ability_5;ais_6;ability_6;ais_7;ability_7;ais_8;ability_8;ais_9;ability_9;ais_10;ability_10;ais_11;ability_11;ais_12;ability_12;ais_13;ability_13;ais_14;ability_14;ais_15;ability_15;ais_16;ability_16;ais_17;ability_17;ais_18;ability_18;ais_19;ability_19;ais_20;ability_20;ais_21;ability_21;ais_22;ability_22;eol;passive_1;passive_2;passive_3;eol
;BlackKnightCharge;;11BlackKnightCharge;1;0;;Minion;enemy;;Tan;Ini;;;;;;;;;Armored;;;;fBlacKnig;pBlacKnig;#REF!;;;;;5 + 45s;;9;1.4;2.7;72%;34.3;34;0.99;3.1;0;0.98;0;0;0;TRUE;1;3;9;21;63;105;5.6;3;2;4;5;;1;1;1;1;1;1;1;1;1;;;1.25;2.5;0;1.02;1.33;2.6;0;0.99;1.4;2.7;0;0.96;1.48;2.9;0;0.93;1.55;3;0;0.91;;3;6.7;2.5;9.2;2.1;11;4;28;5.4;48;;2.66;297;2970;0;9;431;6250;0;13.5;832;15808;0;18;2970;69795;0;22.5;5643;158004;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;0.33;0;;;;;;;;;;0.72;0.72;0;1.94;31.82;19;1.04;19;19;0;1;0;3.4;20.4;54.3;105.2;173.1;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;12;36;0;2;72;216;0;2;192;576;0;2;372;1116;0;2;612;1836;0;2;0.2121;4.7;21.2%;0;0.0076;132;0.76%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0796;13;7.96%;1;;;;;100%;';';';';1;5.85%;0%;73.5%;0%;300;0;-1;1.95%;6.26%;24.5%;78.6%;100;100;0;0.15%;1.41%;1.84%;17.7%;7.5;22.5;2;0.014%;0.23%;0.18%;2.95%;0.75;3.75;4;0.002%;0.057%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/BlackKnight/BlackKnight_Fab;orange;ai_melee;slash;BlackKnight_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;Gargoyle;;11Gargoyle;1;0;;Minion;enemy;;Tan;;;DPS;Nuk;;;;Mob;;Flying;;;;fGarg;pGarg;#REF!;;;;;2 + 50s;;7;2.7;3.2;75%;29.4;32;1.09;2.4;0;0.56;0;0;0;TRUE;1;8;7;50;75;100;7.1;1.5;1;2;2;;1;1;1;1;1;1;1;1;1;;;2.4;4.1;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;3;4.8;0;0.59;;3.6;7.9;3;11;2.5;13;4.8;33;6.4;56;;3.15;352;3520;0;9;510;7395;0;13.5;986;18734;0;18;3520;82720;0;22.5;6688;187264;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;0.33;0;;;;0.5;0.5;0;;;;0.75;0.75;0;2.4;69.73;42;1.05;42;42;0;1;0;17.7;106;282.7;547.7;901;9;27;0;2;54;162;0;2;144;432;0;2;279;837;0;2;459;1377;0;2;28.5;87;0;2;174;522;0;2;464;1392;0;2;899;2697;0;2;1479;4437;0;2;0.4649;2.2;46.5%;0;0.0166;60;1.66%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.1743;6;17.43%;1;;;;;100%;';';';';1;12.8%;0%;73.5%;0%;300;0;-1;4.27%;13.7%;24.5%;78.6%;100;100;0;0.32%;3.09%;1.84%;17.7%;7.5;22.5;2;0.031%;0.51%;0.18%;2.95%;0.75;3.75;4;0.004%;0.12%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Gargoyle/Gargoyle_Fab;default;ai_gargoyle;slash;Gargoyle_Slash;dash;Gargoyle_Dash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;Ghost;;11Ghost;1;0;;Minion;enemy;Hor;;Ini;;;;;;;Mob;;Ghost;Green;;;fGhos;pGhos;#REF!;;;;;37.5;;2;3.8;0.8;0%;18.2;18;0.99;0.7;0;0.77;0;0;0;FALSE;1;1;2;4;40;39996;25;10;7;13;9999;;1;1;1;1;1;1;1;1;1;;;3.4;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;4;5.9;0;0.47;4.2;6.1;0;0.45;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.84;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;17.5s;5.7%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;4.13;2.5;1.01;2.5;2.5;0;1;0;0.22;1.3;3.5;6.8;11.2;2;6;0;2;12;36;0;2;32;96;0;2;62;186;0;2;102;306;0;2;6;18;0;2;36;108;0;2;96;288;0;2;186;558;0;2;306;918;0;2;0.0275;36.4;2.8%;0;0.001;1000;0.1%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0103;97;1.03%;1;;;;;100%;';';';';1;0.76%;0%;73.5%;0%;300;0;-1;0.25%;0.81%;24.5%;78.6%;100;100;0;0.019%;0.18%;1.84%;17.7%;7.5;22.5;2;0.002%;0.03%;0.18%;2.95%;0.75;3.75;4;0%;0.007%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Ghost/Ghost_Fab;default;ai_melee;slash;Ghost_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;GhostArmor;;11GhostArmor;1;0;;Minion;enemy;Hor;;Ini;;;;;;;Mob;;Ghost;Blue;;;fGhos;pGhos;#REF!;;;;;30;;2;3.8;0.9;100%;18.2;18;0.99;0.7;0;0.77;0;0;0;FALSE;1;4;2;5;50;49995;25;10;7;13;9999;;1;1;1;1;1;1;1;1;1;;;3.4;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;4;5.9;0;0.47;4.2;6.1;0;0.45;;1;2.2;0.84;3.1;0.7;3.7;1.3;9.3;1.8;16;;0.91;99;990;0;9;144;2088;0;13.5;277;5263;0;18;990;23265;0;22.5;1881;52668;0;27;;19.6s;5.1%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;1;1;0;never;5.16;3.1;1.01;3.1;3.1;0;1;0;0.28;1.7;4.4;8.5;14;2;6;0;2;12;36;0;2;32;96;0;2;62;186;0;2;102;306;0;2;6;18;0;2;36;108;0;2;96;288;0;2;186;558;0;2;306;918;0;2;0.0344;29.1;3.4%;0;0.0012;833;0.12%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0129;78;1.29%;1;;;;;100%;';';';';1;0.95%;0%;73.5%;0%;300;0;-1;0.32%;1.01%;24.5%;78.6%;100;100;0;0.024%;0.23%;1.84%;17.7%;7.5;22.5;2;0.002%;0.038%;0.18%;2.95%;0.75;3.75;4;0%;0.009%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Ghost/Ghost_Fab;green;ai_melee;slash;GhostArmor_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;GhostNoXp;;11GhostNoXp;1;0;;Minion;enemy;Hor;;Ini;;;;;;;Mob;;Ghost;;;;fGhos;pGhos;#REF!;;;;;30;;2;3.8;0.8;0%;18.2;18;0.99;0.7;0;0.77;0;0;0;FALSE;1;0;2;5;50;49995;25;10;7;13;9999;;1;1;1;1;1;1;1;1;1;;;3.4;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;4;5.9;0;0.47;4.2;6.1;0;0.45;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.84;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;17.5s;5.7%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;5.16;0;1.01;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;#DIV/0!;0%;0;0.0006;1667;0.06%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0065;154;0.65%;1;;;;;100%;';';';';1;0.48%;0%;73.5%;0%;300;0;-1;0.16%;0.51%;24.5%;78.6%;100;100;0;0.012%;0.12%;1.84%;17.7%;7.5;22.5;2;0.001%;0.019%;0.18%;2.95%;0.75;3.75;4;0%;0.005%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Ghost/Ghost_Fab;default;ai_melee;slash;Ghost_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;GhostPale;goes ghost mode n takes no dmg in it;11GhostPale;1;0;;Minion;enemy;Hor;;Ini;;;;;;;Mob;;Ghost;Green;;;fGhos;pGhos;#REF!;;;;;18.8;;2;4.3;1.4;0%;18.2;18;0.99;0.7;0;0.8;pfeared_0.8s;0;0;FALSE;1;6;2;8;80;79992;25;10;7;13;9999;;1;1;1;1;1;1;1;1;1;;;3.8;5.7;0;0.49;4;5.9;0;0.47;4.3;6.2;0;0.44;4.5;6.4;0;0.43;4.7;6.6;0;0.41;;1.6;3.5;1.3;4.7;1.1;5.7;2.1;14;2.8;25;;1.4;154;1540;0;9;223;3234;0;13.5;431;8189;0;18;1540;36190;0;22.5;2926;81928;0;27;;31.3s;3.2%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;8.3;5;1.02;5;5;0;1;0;0.44;2.7;7.1;13.7;22.6;2;6;0;2;12;36;0;2;32;96;0;2;62;186;0;2;102;306;0;2;6;18;0;2;36;108;0;2;96;288;0;2;186;558;0;2;306;918;0;2;0.0553;18.1;5.5%;0;0.002;500;0.2%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0208;48;2.08%;1;;;;;100%;';';';';1;1.53%;0%;73.5%;0%;300;0;-1;0.51%;1.63%;24.5%;78.6%;100;100;0;0.038%;0.37%;1.84%;17.7%;7.5;22.5;2;0.004%;0.061%;0.18%;2.95%;0.75;3.75;4;0%;0.015%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Ghost/Ghost_Fab;pink;ai_melee;slash;GhostPale_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;GhostShadow;attacks weaken u;11GhostShadow;1;0;;Minion;enemy;Hor;;Ini;;;;;;;Mob;;Ghost;Green;;;fGhos;pGhos;#REF!;;;;;18.8;;2;4.7;1.7;0%;18.2;18;0.99;0.8;0;0.3;pweakened_8s;0;0;FALSE;1;6;2;8;80;79992;25;10;7;13;9999;;1;1;1;1;1;1;1;1;1;;;4.2;6.1;0;0.45;4.5;6.4;0;0.43;4.7;6.6;0;0.41;5;7;0;0.39;5.2;7.2;0;0.38;;1.9;4.2;1.6;5.8;1.3;6.9;2.5;18;3.4;30;;1.68;187;1870;0;9;271;3930;0;13.5;524;9956;0;18;1870;43945;0;22.5;3553;99484;0;27;;37s;2.7%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;8.3;5;1.02;5;5;0;1;0;0.44;0;0;0;0;2;6;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;6;18;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0.0553;18.1;5.5%;0;0.002;500;0.2%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0208;48;2.08%;1;;;;;100%;';';';';1;1.53%;0%;73.5%;0%;300;0;-1;0.51%;1.63%;24.5%;78.6%;100;100;0;0.038%;0.37%;1.84%;17.7%;7.5;22.5;2;0.004%;0.061%;0.18%;2.95%;0.75;3.75;4;0%;0.015%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Ghost/Ghost_Fab;purple;ai_melee;slash;GhostShadow_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;Ooze;;11Ooze;1;0;;Minion;enemy;Hor;;;;;;;;;Mob;;Ooze;Green;;;fOoze;pOoze;#REF!;;;;;150;;0;1.68;0.4;0%;17.6;13;0.74;1.36;0;0.98;0;0;0;FALSE;1;1;0;1;20;9999;50;20;16;24;9999;;1;1;1;1;1;1;1;1;1;;;1.5;2.9;0;0.92;1.59;3;0;0.89;1.68;3.1;0;0.86;1.77;3.3;0;0.84;1.86;3.4;0;0.81;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;8.8s;11.4%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;1;0.6;1;1;1;0;0.6;0;0.04;0.24;0.64;1.2;2.1;1;3;0;2;6;18;0;2;16;48;0;2;31;93;0;2;51;153;0;2;4.5;15;0;2;30;90;0;2;80;240;0;2;155;465;0;2;255;765;0;2;0.0067;149;0.7%;0;0.0002;5000;0.02%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0025;400;0.25%;1;;;;;100%;';';';';1;0.18%;0%;73.5%;0%;300;0;-1;0.061%;0.2%;24.5%;78.6%;100;100;0;0.005%;0.044%;1.84%;17.7%;7.5;22.5;2;0%;0.007%;0.18%;2.95%;0.75;3.75;4;0%;0.002%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/OozeSmall/OozeSmall_Fab;default;ai_melee;slash;Ooze_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;OozeArmor;;11OozeArmor;1;0;;Minion;enemy;Hor;;;;;;;;;Mob;;Ooze;Blue;;;fOoze;pOoze;#REF!;;;;;150;;0;1.34;0.3;100%;17.6;13;0.74;1.36;0;0.98;0;0;0;FALSE;1;4;0;1;20;9999;50;20;16;24;9999;;1;1;1;1;1;1;1;1;1;;;1.2;2.4;0;1.04;1.27;2.6;0;1.01;1.34;2.7;0;0.98;1.42;2.8;0;0.95;1.49;2.9;0;0.93;;0.33;0.74;0.28;1;0.23;1.2;0.45;3.1;0.6;5.3;;0.28;33;330;0;9;48;696;0;13.5;92;1748;0;18;330;7755;0;22.5;627;17556;0;27;;6.6s;15.2%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;1;1;0;never;1;0.6;1;1;1;0;0.6;0;0.04;0.24;0.64;1.2;2.1;1;3;0;2;6;18;0;2;16;48;0;2;31;93;0;2;51;153;0;2;4.5;15;0;2;30;90;0;2;80;240;0;2;155;465;0;2;255;765;0;2;0.0067;149;0.7%;0;0.0002;5000;0.02%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0025;400;0.25%;1;;;;;100%;';';';';1;0.18%;0%;73.5%;0%;300;0;-1;0.061%;0.2%;24.5%;78.6%;100;100;0;0.005%;0.044%;1.84%;17.7%;7.5;22.5;2;0%;0.007%;0.18%;2.95%;0.75;3.75;4;0%;0.002%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/OozeSmall/OozeSmall_Fab;blue;ai_melee;slash;OozeArmor_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;OozeBlood;takes dmg as it moves;11OozeBlood;1;0;;Minion;enemy;Hor;;;;;;;;;Mob;;Ooze;Green;;;fOoze;pOoze;#REF!;;;;;75;;0;2.1;0.6;0%;23;17;0.74;1.36;0;0.98;0;0;0;FALSE;1;6;0;2;24;19998;50;12;8;16;9999;;1;1;1;1;1;1;1;1;1;;;1.9;3.4;0;0.8;2;3.5;0;0.77;2.1;3.7;0;0.75;2.2;3.8;0;0.73;2.4;4.1;0;0.69;;0.67;1.5;0.56;2;0.47;2.4;0.89;6.2;1.2;11;;0.63;66;660;0;9;96;1392;0;13.5;185;3515;0;18;660;15510;0;22.5;1254;35112;0;27;;13.2s;7.6%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;1.94;1.14;1;1.9;1.9;0;0.6;0;0.077;0.46;1.2;2.4;3.9;1;3;0;2;6;18;0;2;16;48;0;2;31;93;0;2;51;153;0;2;4.5;15;0;2;30;90;0;2;80;240;0;2;155;465;0;2;255;765;0;2;0.0129;77.5;1.3%;0;0.0005;2000;0.05%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0049;204;0.49%;1;;;;;100%;';';';';1;0.36%;0%;73.5%;0%;300;0;-1;0.12%;0.39%;24.5%;78.6%;100;100;0;0.009%;0.087%;1.84%;17.7%;7.5;22.5;2;0.001%;0.014%;0.18%;2.95%;0.75;3.75;4;0%;0.003%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/OozeSmall/OozeSmall_Fab;neonred;ai_melee;slash;OozeBlood_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;OozeRevive;;11OozeRevive;1;0;;Minion;enemy;Hor;Tan;;;;;;;;Mob;;Ooze;Green;;;fOoze;pOoze;#REF!;;;;;75;;0;2.1;0.8;0%;17.6;13;0.74;1.36;0;0.98;0;0;0;FALSE;1;6;0;2;26;19998;50;13;8;18;9999;;1;1;1;1;1;1;1;1;1;;;1.9;3.4;0;0.8;2;3.5;0;0.77;2.1;3.7;0;0.75;2.2;3.8;0;0.73;2.4;4.1;0;0.69;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.77;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;17.5s;5.7%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;1.96;1.2;1.01;2;2;0;0.6;0;0.079;0.47;1.3;2.4;4;1;3;0;2;6;18;0;2;16;48;0;2;31;93;0;2;51;153;0;2;4.5;15;0;2;30;90;0;2;80;240;0;2;155;465;0;2;255;765;0;2;0.0131;76.3;1.3%;0;0.0005;2000;0.05%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0049;204;0.49%;1;;;;;100%;';';';';1;0.36%;0%;73.5%;0%;300;0;-1;0.12%;0.39%;24.5%;78.6%;100;100;0;0.009%;0.087%;1.84%;17.7%;7.5;22.5;2;0.001%;0.014%;0.18%;2.95%;0.75;3.75;4;0%;0.003%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/OozeSmall/OozeSmall_Fab;purple;ai_melee;slash;OozeRevive_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;OozeSilencer;attacks increase ur cds;11OozeSilencer;1;0;;Minion;enemy;Hor;;;;;;Con;;;Mob;;Ooze;Green;;;fOoze;pOoze;#REF!;;;;;21 + 108s;;0;2.1;1.1;0%;17.6;13;0.74;1.36;0;0.98;0;0;0;FALSE;1;6;0;2;16;42;50;8;5;11;21;;1;1;1;1;1;1;1;1;1;;;1.9;3.4;0;0.8;2;3.5;0;0.77;2.1;3.7;0;0.75;2.2;3.8;0;0.73;2.4;4.1;0;0.69;;1.2;2.7;1;3.7;0.86;4.5;1.6;11;2.2;19;;1.12;121;1210;0;9;175;2538;0;13.5;339;6441;0;18;1210;28435;0;22.5;2299;64372;0;27;;24.4s;4.1%;5;35;0;6;7.7;54;0;6;10;70;0;6;13;91;0;6;16;112;0;6;;;;;;;;;;;;;;;;;;;|;1.96;1.2;1.01;2;2;0;0.6;0;0.079;0.47;1.3;2.4;4;1;3;0;2;6;18;0;2;16;48;0;2;31;93;0;2;51;153;0;2;4.5;15;0;2;30;90;0;2;80;240;0;2;155;465;0;2;255;765;0;2;0.0131;76.3;1.3%;0;0.0005;2000;0.05%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0049;204;0.49%;1;;;;;100%;';';';';1;0.36%;0%;73.5%;0%;300;0;-1;0.12%;0.39%;24.5%;78.6%;100;100;0;0.009%;0.087%;1.84%;17.7%;7.5;22.5;2;0.001%;0.014%;0.18%;2.95%;0.75;3.75;4;0%;0.003%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/OozeSmall/OozeSmall_Fab;yellowblue;ai_melee;slash;OozeSilencer_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
