;;#Name;#Code Description;#Dev Description;#;#;#;#;#;#;#;#;#;#;;;;#;;Stat Group;slot;;;;#tier;#;#;Ability1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability5;;;;;;;;;;;;;;;;;;;;;Ability6;;;;;;;;;;;;;;;;;;;;;Ability7;;;;;;;;;;;;;;;;;;;;;Ability8;;;;;;;;;;;;;;;;;;;;;Ability9;;;;;;;;;;;;;;;;;;;;;Ability10;;;;;;;;;;;;;;;Ability11;;;;;;;;;;;;;;;#;LVL_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SorCastLevelsToDmg;High Sorceress;;;;;;;;C;;;;;Sorceress;4;6;6;;P.Skill.Passive;none;5;;;1;;;sc_perboonlvl;stat;pow;group;;slot;cast;pass;tale;;;;;;;;;0;lcdmgperlvl+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_perboonlvl;stat;cspd;group;P.Skill.Cast;slot;cast;pass;tale;;;;;;;0;lccldperlvl+%;per;LVL_1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.02;-0.04;-0.06;-0.08;-0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.02;-0.04;-0.06;-0.08;-0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorCastDmgBig;Burn Through;;;;;;;;C;;;;;Sorceress;2;6;6;;P.Skill.Passive;none;5;;prime;1;cd%;Cast Damage %;sc;pass;tale;stat;pow;group;Prime;;;;;;;;;;;0;lcdmg+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.04;0.08;0.12;0.16;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.04;0.08;0.12;0.16;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorDashLightningZaps;Discharge;;"On dash | shoot 12 ice shards in front that each deal 6/12/18% Attack Damage";;;;D;;;;;;;Sorceress;3;6;6;;P.Skill.Dash;dash;5;;;1;;;missile_passive_discharge;trigger;dash_start;prefab;Entities/Boons/_Talents/Discharge/DischargeZap_Fab;re_owner;;;;;;;;;;;;0;lpercadmgpersec%;st1;LVL_0;0;lsparkcnt;cnt;8;1;;cha;1;0;ldur2;dur;1.1;1;lvlc;vlc;4.2;1;;int;0.2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorDashProcCast;Esoteric Flow;;;;;;D;;C;;;;;Sorceress;5;6;6;;P.Skill.Passive;none;5;;;1;;;trigger_random;rs_slot;cast;trigger;dash_start;re_owner;;;;;;;;;;;;0;lcha%;cha;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.04;0.08;0.12;0.16;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.04;0.08;0.12;0.16;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorFireball;Fireball;;;;;A;;;;;;;;Sorceress;1;7;8;SorNoAttackGainDmg;P.Skill.Power;power;3;;;1;;;force_proj_count;o_not_attacking;col;;;;;;;;;;;;;;;0;lfireballchanneltim2;col;LVL_3;0.5;;cnt;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;push_vfx_stack;o_not_attacking;col;vfx;Entities/Boons/_Talents/FireballLarge/StatusFireballLarge_Fab;;;;;;;;;;;0;;col;LVL_3;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_for_attack;stat1;pow;stat2;are;stat3;vlc;pass;base;o_not_attacking;col;;;;;0;ladmg+;st1;LVL_0;0;lare+;st2;LVL_1;0;lvlc+;st3;LVL_2;0;;col;LVL_3;0.5;;;;;0;sc_multiple;stat1;pnc;group;P.Weapon;pass;base;o_not_attacking;col;;;;;0;;st1;999;0;;col;LVL_3;0.5;;;;;;;;;;;;;0;sc_multiple;stat1;bnc;group;P.Weapon;pass;base;o_not_attacking;col;;;0;;st1;-999;0;;col;LVL_3;0.5;0;replace_missile_fab;prefab;Entities/Boons/_Talents/FireballLarge/FireballLargeAim_Fab;o_not_attacking;col;;;;;;;0;;col;LVL_3;0.5;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;200;400;600;800;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.12;0.18;0.24;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;2.4;3.6;4.8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;1.8;1.8;1.8;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;200;400;600;800;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.12;0.18;0.24;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;2.4;3.6;4.8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;1.8;1.8;1.8;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorAttackDmgValue;Firesoul;;"Gain +30% Value from Attack Damage";;;A;;;;;;;;Sorceress;2;7;8;;P.Skill.Passive;none;5;;;1;;;sc;stat;pow;group;P.Weapon;pass;addv;;;;;;;;;;;0;ladmg+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.05;0.1;0.15;0.2;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.05;0.1;0.15;0.2;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorDuplicateCast;Twincast;;"2/4/6% Chance to Duplicate Cast";;;;;;C;;;;;Sorceress;4;7;8;;P.Skill.Passive;none;5;;;1;ccr%;Cast Cooldown Reduction %;trigger_repeat;vfx;Entities/Boons/_Talents/Twincast/Twincast_Fab;rs_slot;cast;interval;0.08:0.08;;;;;;;;;;;0;lcha%;cha;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.04;0.08;0.12;0.16;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.04;0.08;0.12;0.16;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorMagicMissiles;Magic Missiles;;"4/8/12% Chance on Attack to shoot 3 aiming firebolts that deal 50% Attack Damage and have 20% Attack Area";;;A;;;C;;;;;Sorceress;5;7;8;;P.Skill.Cast;cast;3;;;1;;;missile_passive;trigger;attack_spawned;target_mode;random;prefab;Entities/Boons/_Talents/MagicMissile/MagicMissile_Fab;col_stat;col;;;;;;;;;0;lcha%;cha;LVL_0;0;lcld2;col;0.33;1;ldmg;pow;1;1;;minpow;160;1;;maxpow;160;1;laimrate;aim;360;1;lare;are;0.06;1;lvlc;vlc;9;1;lrng;rng;8;1;lmagicmissilecnt;cnt;3;1;lprc;pnc;3;1;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;0.33;0.66;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.33;0.66;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorFireDragon;Pet Dragon;;"Fire Dragon";;;;;;;;Su;;;Sorceress;1;8;70;;P.Skill.Summon;summon;1;;;1;;;summon;trigger;on_gain;monster;DragonFireSor;overrides;hp,hpr,mvm;revive;TRUE;use_dur;FALSE;;;;;;;0;ldragrev;col2;14;1;;cha;1;0;;;;;;;;;;cnt;1;1;;mcnt;1;1;ldraghp;hp;250;1;ldraghpr2;hpr;5;1;ldragmvm;mvm;4.1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;weapon_mod;re_mon_code;DragonFireSor;overrides;pow,minpow,maxpow,are,tim,tim2;;;;;;;;;;;0;;;;;;cha;1;0;ldragdmg;pow;1;1;;minpow;600;1;;maxpow;1200;1;ldragare;are;4.2;1;ldragat2;tim;1.1;1;;tim2;0;1;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;1;2;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;2;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorAttackDamageForLvl;Blaze;;;;;;;;C;;;;;Sorceress;2;8;70;;P.Skill.Passive;none;1;;;1;;;sc_perboonlvl;stat;pow;group;P.Weapon;slot;attack;pass;tale;;;;;;;;;0;ladmgperlvl+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;0.08;0.16;0.24;0.32;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.08;0.16;0.24;0.32;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;SorDashCooldown;Surge;;;;;;D;;;;;;;Sorceress;3;8;70;;P.Skill.Passive;none;1;;;1;;;sc;pass;tale;stat;rcs;group;P.Dash;;;;;;;;;;;0;lrcs+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;0.4;0.8;1.2;1.6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.4;0.8;1.2;1.6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
