;;#;team;#;#;#;#;#;#;#dmg;#;#;#;#;#;#;#;#;#;#hits;#;#;#;#;#;#;#;#;#;npow1;#npow1;#_tsca;_gro;npow2;#npow2;#_tsca;_gro;npow3;#npow3;#_tsca;_gro;npow4;#npow4;#_tsca;_gro;npow5;#npow5;#_tsca;_gro;#powB;mpow1;#mpow1;#_tsca;_gro;mpow2;#mpow2;#_tsca;_gro;mpow3;#mpow3;#_tsca;_gro;mpow4;#mpow4;#_tsca;_gro;mpow5;#mpow5;#_tsca;_gro;#atB;tim1;#tim1;#_tsca;_gro;tim2;#tim2;#_tsca;_gro;tim3;#tim3;#_tsca;_gro;tim4;#tim4;#_tsca;_gro;tim5;#tim5;#_tsca;_gro;tim2;#tim2;_gro;are;#are;_gro;aicd;#aicd;_gro;min_a;#min_a;_gro;max_a;#max_a;_gro;rng;#rng;_gro;dis;#dis;_gro;aim;#aim;_gro;dur;#dur;_gro;#vlcB;vlc1;#vlc1;#_tsca;_gro;vlc2;#vlc2;#_tsca;_gro;vlc3;#vlc3;#_tsca;_gro;vlc4;#vlc4;#_tsca;_gro;vlc5;#vlc5;#_tsca;_gro;kbk;#kbk;_gro;pnc;#pnc;_gro;bnc;#bnc;_gro;cnt;#cnt;_gro;ang;#ang;_gro;chg;#chg;_gro;col;#col;_gro;rct;#rct;_gro;int;#int;_gro;aipr;#aipr;_gro;st1;#st1;_gro;st2;#st2;_gro;st3;#st3;_gro;tap;#tap;#_gro;Stat Scaling;;;;;;;;;;;;;;;#;ability_type;a1p1;a1p1v1;a1p2;a1p2v1;a1p3;a1p3v1;a1p4;a1p4v1;a1p5;a1p5v1;a1p6;a1p6v1;a1p7;a1p7v1;a1_status;a1_status_val;eol;warning;flash;#base_subtype
;Ghost_Slash;;enemy;melee;0;1;01melee;melee01;;3;5.8;5;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;20;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.177;1.06;0;0.11;1.13;1.02;0;0.1065;1.09;0.99;0;0.1045;1.05;0.95;0;0.1025;1.02;0.93;0;0.101;;;;0.7;0.98;0.4;0.77;0.45;0.7;0;;0;1;1;0;0.8;0.8;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.37;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/ClawFarSpecter_Fab;distance;0.8;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;GhostArmor_Slash;;enemy;melee;0;1;01melee;melee01;;3;5.8;5;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;20;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.177;1.06;0;0.11;1.13;1.02;0;0.1065;1.09;0.99;0;0.1045;1.05;0.95;0;0.1025;1.02;0.93;0;0.101;;;;0.7;0.98;0.4;0.77;0.45;0.7;0;;0;1;1;0;0.8;0.8;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.37;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/ClawFarSpecter_Fab;distance;0.8;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;GhostPale_Slash;;enemy;melee;0;1;01melee;melee01;;3;5.8;5;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;20;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.177;1.06;0;0.11;1.13;1.02;0;0.1065;1.09;0.99;0;0.1045;1.05;0.95;0;0.1025;1.02;0.93;0;0.101;;;;0.7;0.98;0.4;0.8;0.47;0.7;0;;0;1;1;0;0.8;0.8;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.37;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/ClawFarFrost_Fab;distance;0.8;yoffset;0;;;;;;;;;status;pfeared_0.8s;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;GhostShadow_Slash;;enemy;melee;0;1;01melee;melee01;;3;5.8;5.2;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;19.2;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;6;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.2;6.4;0;1;6;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.177;1.06;0;0.11;1.13;1.02;0;0.1065;1.09;0.99;0;0.1045;1.05;0.95;0;0.1025;1.02;0.93;0;0.101;;;;0.8;1.12;0.4;0.3;0.18;0.7;0;;0;1.03;1.03;0;0.9;0.9;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.37;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/ClawFarShadow_Fab;distance;0.9;yoffset;0;;;;;;;;;status;pweakened_8s;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;Ooze_Slash;;enemy;melee;0;1;01melee;melee01;;2.2;4.3;3.7;7.7;5.3;10.4;13.7;26.6;23.4;43.2;22.7;11.6;27;13;37.7;19.2;25.5;13.2;21.4;11.6;2.4;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;2.43;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;0.88;0.81;0;0.09;0.85;0.78;0;0.0925;0.81;0.74;0;0.0905;0.79;0.73;0;0.0895;0.76;0.7;0;0.088;;;;1.36;1.9;0.4;0.98;0.58;0.7;0;;0;0.96;0.96;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.52;melee;prefab;Entities/Monsters/OozeSmall/OozeSmallSlash_Fab;distance;0;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Circle_Fab;TRUE;
;OozeArmor_Slash;;enemy;melee;0;1;01melee;melee01;;2.2;4.3;3.7;7.7;5.3;10.4;13.7;26.6;23.4;43.2;22.7;11.6;27;13;37.7;19.2;25.5;13.2;21.4;11.6;2.4;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;2.43;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;0.88;0.81;0;0.09;0.85;0.78;0;0.0925;0.81;0.74;0;0.0905;0.79;0.73;0;0.0895;0.76;0.7;0;0.088;;;;1.36;1.9;0.4;0.98;0.58;0.7;0;;0;0.96;0.96;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.52;melee;prefab;Entities/Monsters/OozeSmall/OozeSmallSlash_Fab;distance;0;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Circle_Fab;TRUE;
;OozeBlood_Slash;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;0.88;0.81;0;0.09;0.85;0.78;0;0.0925;0.81;0.74;0;0.0905;0.79;0.73;0;0.0895;0.76;0.7;0;0.088;;;;1.36;1.9;0.4;0.98;0.58;0.7;0;;0;0.96;0.96;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.52;melee;prefab;Entities/Monsters/OozeSmall/OozeSmallSlash_Fab;distance;0;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Circle_Fab;TRUE;
;OozeRevive_Slash;;enemy;melee;0;1;01melee;melee01;;2.2;4.3;3.7;7.7;5.3;10.4;13.7;26.6;23.4;43.2;22.7;11.6;27;13;37.7;19.2;25.5;13.2;21.4;11.6;2.4;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;2.43;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;0.88;0.81;0;0.09;0.85;0.78;0;0.0925;0.81;0.74;0;0.0905;0.79;0.73;0;0.0895;0.76;0.7;0;0.088;;;;1.36;1.9;0.4;0.98;0.58;0.7;0;;0;0.96;0.96;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.52;melee;prefab;Entities/Monsters/OozeSmall/OozeSmallSlash_Fab;distance;0;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Circle_Fab;TRUE;
;OozeSilencer_Slash;;enemy;melee;0;1;01melee;melee01;;2.2;4.3;3.7;7.7;5.3;10.4;13.7;26.6;23.4;43.2;22.7;11.6;27;13;37.7;19.2;25.5;13.2;21.4;11.6;2.4;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;2.43;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;0.88;0.81;0;0.09;0.85;0.78;0;0.0925;0.81;0.74;0;0.0905;0.79;0.73;0;0.0895;0.76;0.7;0;0.088;;;;1.36;1.9;0.4;0.98;0.58;0.7;0;;0;0.96;0.96;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.52;melee;prefab;Entities/Monsters/OozeSmall/OozeSmallSlash_Fab;distance;0;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Circle_Fab;TRUE;
;OozeSlow_Slash;;enemy;melee;0;1;01melee;melee01;;2.2;4.3;3.7;7.7;5.3;10.4;13.7;26.6;23.4;43.2;22.7;11.6;27;13;37.7;19.2;25.5;13.2;21.4;11.6;2.4;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;2.43;4.8;0;1;4.3;8.6;0;1;6.7;13;0;1;19;38;0;1;36;72;0;1;;0.88;0.81;0;0.09;0.85;0.78;0;0.0925;0.81;0.74;0;0.0905;0.79;0.73;0;0.0895;0.76;0.7;0;0.088;;;;1.36;1.9;0.4;0.98;0.58;0.7;0;;0;0.96;0.96;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.52;melee;prefab;Entities/Monsters/OozeSmall/OozeSmallSlash_Fab;distance;0;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Circle_Fab;TRUE;
;Phantom_Slash;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;1.03576;0.95;0;0.1;1;0.91;0;0.1;0.96;0.87;0;0.098;0.93;0.85;0;0.0965;0.9;0.82;0;0.095;;;;0.66;0.92;0.4;0.4;0.24;0.7;0;;0;0.95;0.95;0;0.8;0.8;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.34;melee;prefab;Entities/Monsters/Phantom/PhantomSlash_Fab;distance;0.8;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_TriangleStab_Fab;TRUE;
;PhantomPale_Slash;;enemy;melee;0;1;01melee;melee01;;3;5.8;5;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;20;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.03576;0.95;0;0.1;1;0.91;0;0.1;0.96;0.87;0;0.098;0.93;0.85;0;0.0965;0.9;0.82;0;0.095;;;;0.66;0.92;0.4;0.4;0.24;0.7;0;;0;0.95;0.95;0;0.8;0.8;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.34;melee;prefab;Entities/Monsters/Phantom/PhantomSlash_Fab;distance;0.8;yoffset;0;;;;;;;;;status;pfeared_0.8s;0;Entities/Monsters/_Shared/Warn_Melee_TriangleStab_Fab;TRUE;
;PhantomShadow_Slash;;enemy;melee;0;1;01melee;melee01;;3;5.8;5;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;20;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.03576;0.95;0;0.1;1;0.91;0;0.1;0.96;0.87;0;0.098;0.93;0.85;0;0.0965;0.9;0.82;0;0.095;;;;0.66;0.92;0.4;0.4;0.24;0.7;0;;0;0.95;0.95;0;0.8;0.8;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.34;melee;prefab;Entities/Monsters/Phantom/PhantomSlash_Fab;distance;0.8;yoffset;0;;;;;;;;;status;pweakened_8s;0;Entities/Monsters/_Shared/Warn_Melee_TriangleStab_Fab;TRUE;
;Skeleton_Slash;;enemy;melee;0;1;01melee;melee01;;3.2;6.1;5.2;10.8;7.5;15.2;19.4;37.8;33.2;61.2;15.6;8.2;19.2;9.3;26.7;13.2;18;9.3;15.1;8.2;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;1.5939;1.41;0;0.13;1.53;1.36;0;0.1265;1.47;1.31;0;0.1235;1.42;1.27;0;0.121;1.37;1.22;0;0.1185;;;;0.42;0.59;0.4;0.4;0.24;0.7;0;;0;0.82;0.82;0;0.6;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slash_Fab;distance;0.6;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonPoison_Slash;;enemy;melee;0;1;01melee;melee01;;3.2;6.1;5.2;10.8;7.5;15.2;19.4;37.8;33.2;61.2;15.6;8.2;19.2;9.3;26.7;13.2;18;9.3;15.1;8.2;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;1.5939;1.41;0;0.13;1.53;1.36;0;0.1265;1.47;1.31;0;0.1235;1.42;1.27;0;0.121;1.37;1.22;0;0.1185;;;;0.42;0.59;0.4;0.4;0.24;0.7;0;;0;0.82;0.82;0;0.6;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slash_Fab;distance;0.6;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonHoly_Slash;;enemy;melee;0;1;01melee;melee01;;3.2;6.1;5.2;10.8;7.5;15.2;19.4;37.8;33.2;61.2;15.6;8.2;19.2;9.3;26.7;13.2;18;9.3;15.1;8.2;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;1.5939;1.41;0;0.13;1.53;1.36;0;0.1265;1.47;1.31;0;0.1235;1.42;1.27;0;0.121;1.37;1.22;0;0.1185;;;;0.42;0.59;0.4;0.4;0.24;0.7;0;;0;0.82;0.82;0;0.6;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slash_Fab;distance;0.6;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonUnholy_Slash;;enemy;melee;0;1;01melee;melee01;;3.2;6.1;5.2;10.8;7.5;15.2;19.4;37.8;33.2;61.2;15.6;8.2;19.2;9.3;26.7;13.2;18;9.3;15.1;8.2;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;1.5939;1.41;0;0.13;1.53;1.36;0;0.1265;1.47;1.31;0;0.1235;1.42;1.27;0;0.121;1.37;1.22;0;0.1185;;;;0.42;0.59;0.4;0.4;0.24;0.7;0;;0;0.82;0.82;0;0.6;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slash_Fab;distance;0.6;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonBlood_Slash;;enemy;melee;0;1;01melee;melee01;;3;5.8;5;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;20;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.24;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.3915;1.24;0;0.12;1.34;1.2;0;0.117;1.29;1.16;0;0.1145;1.24;1.12;0;0.112;1.2;1.08;0;0.11;;;;0.68;0.95;0.4;0.3;0.18;0.7;0;;0;0.93;0.93;0;0.7;0.7;0;;;;40;52;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashBlood_Fab;distance;0.7;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonFast_Slash;;enemy;melee;0;1;01melee;melee01;;3.8;7.4;6.4;13.5;8.7;17.6;23.8;46.2;39.7;73.2;13.2;6.8;15.6;7.4;23;11.4;14.7;7.6;12.6;6.8;4.1;8.2;0;1;7.4;15;0;1;11;22;0;1;33;66;0;1;61;122;0;1;;4.05;8.2;0;1;7.4;15;0;1;11;22;0;1;33;66;0;1;61;122;0;1;;1.1891;1.07;0;0.11;1.14;1.03;0;0.107;1.1;1;0;0.105;1.06;0.96;0;0.103;1.03;0.94;0;0.1015;;;;0.68;0.95;0.4;0.3;0.18;0.7;0;;0;0.93;0.93;0;0.7;0.7;0;;;;40;52;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slash_Fab;distance;0.7;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonFire_Slash;;enemy;melee;0;1;01melee;melee01;;4.2;8.1;7;14.4;10.3;20.8;25.9;50.4;44.2;81.6;11.9;6.2;14.3;6.9;19.4;9.6;13.5;6.9;11.3;6.1;4.5;9;0;1;8.1;16;0;1;13;26;0;1;36;72;0;1;68;136;0;1;;4.5;9;0;1;8.1;16;0;1;13;26;0;1;36;72;0;1;68;136;0;1;;1.4421;1.29;0;0.12;1.38;1.23;0;0.119;1.33;1.19;0;0.1165;1.29;1.16;0;0.1145;1.24;1.12;0;0.112;;;;0.6;0.84;0.4;0.3;0.18;0.7;0;;0;0.9;0.9;0;0.7;0.7;0;;;;90;103;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFire_Fab;distance;0.7;yoffset;0;;;;;;;;;status;pburning_8s_2%;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonFrost_Slash;;enemy;melee;0;1;01melee;melee01;;5.6;10.8;9.5;19.8;13.4;27.2;34.6;67.2;58.5;108;8.9;4.6;10.5;5.1;14.9;7.4;10.1;5.2;8.5;4.6;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;;1.518;1.35;0;0.13;1.46;1.3;0;0.123;1.41;1.26;0;0.1205;1.36;1.22;0;0.118;1.31;1.17;0;0.1155;;;;0.6;0.84;0.4;0.3;0.18;0.7;0;;0;0.9;0.9;0;0.7;0.7;0;;;;90;103;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFrost_Fab;distance;0.7;yoffset;0;;;;;;;;;status;pchilled_4_30%;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonSandBurrow_Slash;;enemy;melee;0;2;02melee;melee02;;3;5.8;5;10.8;7.1;14.4;18.7;36.4;31.2;57.6;16.7;8.6;20;9.3;28.2;13.9;18.7;9.6;16;8.7;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;3.2;6.4;0;1;5.8;12;0;1;9;18;0;1;26;52;0;1;48;96;0;1;;1.4421;1.29;0;0.12;1.38;1.23;0;0.119;1.33;1.19;0;0.1165;1.29;1.16;0;0.1145;1.24;1.12;0;0.112;;;;0.49;0.69;0.4;0.3;0.3;0;0;;0;0.85;0.85;0;0.63;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.5;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;0.63;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SkeletonSandShadow_Slash;;enemy;melee;0;2;02melee;melee02;;3.3;6.5;5.6;11.7;7.9;16;20.9;40.6;35.1;64.8;15.2;7.7;17.9;8.5;25.3;12.5;16.7;8.6;14.2;7.7;3.6;7.2;0;1;6.5;13;0;1;10;20;0;1;29;58;0;1;54;108;0;1;;3.6;7.2;0;1;6.5;13;0;1;10;20;0;1;29;58;0;1;54;108;0;1;;1.3915;1.24;0;0.12;1.34;1.2;0;0.117;1.29;1.16;0;0.1145;1.24;1.12;0;0.112;1.2;1.08;0;0.11;;;;0.49;0.69;0.4;0.3;0.3;0;0;;0;0.85;0.85;0;0.63;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.5;1;1;1;x;x;x;x;1;x;x;x;x;0.31;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashShadow_Fab;distance;0.63;yoffset;0;;;;;;;;;status;pweakened_8s;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
