n/a;code;t;#isboss;#cnt;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#;;#;;#;;#;#;;#;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#
;SkeletonMossUnholy;3;Minion;2.2;Hor;0;0;0;0;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;;;;;;;;;;;2;11.1%;;;;;;;2;5.3%;;;;;;;;;;;;;;;;;2;5.3%;;;;;;;2;11.1%;;;;;;;2;5.9%;;;;;2;25%;;;;;;;2;7.7%;;;;;;;;;;;2;5.9%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;;;;;;;2;5.3%;;;;;2;14.3%;;;2;5.3%;1;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonMossHoly;3;Minion;2.2;Hor;0;0;0;0;Nuk;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;;;;;;;;;;;2;11.1%;;;;;;;2;5.3%;;;;;;;;;;;;;;;;;2;5.3%;;;;;;;2;11.1%;;;;;;;2;5.9%;;;;;2;25%;;;;;;;2;7.7%;;;;;;;;;;;2;5.9%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;;;;;;;2;5.3%;;;;;2;14.3%;;;2;5.3%;1;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonMossTrash1;3;Minion;1;Hor;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonMossTrash2;3;Minion;0;Hor;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PhantomMoss;3;Minion;0.8;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;;;;;;;;;2;3.8%;;;;;;;;;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PhantomMossPale;3;Minion;0.8;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;;;;;;;;;2;3.8%;;;;;;;;;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PhantomMossShadow;3;Minion;0.8;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;;;;;;;;;2;3.8%;;;;;;;;;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FrogMan;3;Minion;1.8;Hor;0;0;0;0;0;0;0;0;0;0;2;16.7%;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;2;6.7%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;2;16.7%;2;5.3%;;;;;2;3.7%;;;;;;;2;3.4%;;;2;5.3%;;;2;3.8%;;;;;;;2;3.3%;;;2;5.9%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;2;5.9%;;;;;2;3.4%;;;2;6.3%;;;2;4%;;;2;5.3%;1;2.4%;1;2.4%;1;2.4%;;;2;5.3%;2;5.3%;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FrogMan;3;Minion;1.8;Hor;0;0;0;0;0;0;0;0;0;0;2;16.7%;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;2;6.7%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;2;16.7%;2;5.3%;;;;;2;3.7%;;;;;;;2;3.4%;;;2;5.3%;;;2;3.8%;;;;;;;2;3.3%;;;2;5.9%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;2;5.9%;;;;;2;3.4%;;;2;6.3%;;;2;4%;;;2;5.3%;1;2.4%;1;2.4%;1;2.4%;;;2;5.3%;2;5.3%;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FrogMan;3;Minion;1.8;Hor;0;0;0;0;0;0;0;0;0;0;2;16.7%;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;2;6.7%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;2;16.7%;2;5.3%;;;;;2;3.7%;;;;;;;2;3.4%;;;2;5.3%;;;2;3.8%;;;;;;;2;3.3%;;;2;5.9%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;2;5.9%;;;;;2;3.4%;;;2;6.3%;;;2;4%;;;2;5.3%;1;2.4%;1;2.4%;1;2.4%;;;2;5.3%;2;5.3%;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FrogMan;3;Minion;1.8;Hor;0;0;0;0;0;0;0;0;0;0;2;16.7%;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;2;6.7%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;2;16.7%;2;5.3%;;;;;2;3.7%;;;;;;;2;3.4%;;;2;5.3%;;;2;3.8%;;;;;;;2;3.3%;;;2;5.9%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;2;5.9%;;;;;2;3.4%;;;2;6.3%;;;2;4%;;;2;5.3%;1;2.4%;1;2.4%;1;2.4%;;;2;5.3%;2;5.3%;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FrogManPoison;3;Minion;1.8;Hor;0;0;0;0;0;0;0;0;0;0;2;16.7%;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;2;6.7%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;2;16.7%;2;5.3%;;;;;2;3.7%;;;;;;;2;3.4%;;;2;5.3%;;;2;3.8%;;;;;;;2;3.3%;;;2;5.9%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;2;5.9%;;;;;2;3.4%;;;2;6.3%;;;2;4%;;;2;5.3%;1;2.4%;1;2.4%;1;2.4%;;;2;5.3%;2;5.3%;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FrogManLeap;3;Minion;1.8;Hor;0;0;0;0;0;0;0;0;0;0;2;16.7%;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;2;6.7%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;2;3.6%;2;16.7%;2;5.3%;;;;;2;3.7%;;;;;;;2;3.4%;;;2;5.3%;;;2;3.8%;;;;;;;2;3.3%;;;2;5.9%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;2;5.9%;;;;;2;3.4%;;;2;6.3%;;;2;4%;;;2;5.3%;1;2.4%;1;2.4%;1;2.4%;;;2;5.3%;2;5.3%;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;Faerie;3;Minion;1.4;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;2;3.2%;;;;;2;7.1%;;;;;2;2.4%;;;;;;;2;2.9%;;;;;2;7.1%;;;;;2;3.6%;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;;;2;9.1%;;;;;2;3.3%;;;;;;;2;9.1%;;;;;2;6.3%;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Faerie;3;Minion;1.4;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;2;3.2%;;;;;2;7.1%;;;;;2;2.4%;;;;;;;2;2.9%;;;;;2;7.1%;;;;;2;3.6%;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;;;2;9.1%;;;;;2;3.3%;;;;;;;2;9.1%;;;;;2;6.3%;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Faerie;3;Minion;1.4;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;2;3.2%;;;;;2;7.1%;;;;;2;2.4%;;;;;;;2;2.9%;;;;;2;7.1%;;;;;2;3.6%;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;;;2;9.1%;;;;;2;3.3%;;;;;;;2;9.1%;;;;;2;6.3%;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Faerie;3;Minion;1.4;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;2;3.2%;;;;;2;7.1%;;;;;2;2.4%;;;;;;;2;2.9%;;;;;2;7.1%;;;;;2;3.6%;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;;;2;9.1%;;;;;2;3.3%;;;;;;;2;9.1%;;;;;2;6.3%;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;FaerieBlood;3;Minion;1.4;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;2;3.2%;;;;;2;7.1%;;;;;2;2.4%;;;;;;;2;2.9%;;;;;2;7.1%;;;;;2;3.6%;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;;;2;9.1%;;;;;2;3.3%;;;;;;;2;9.1%;;;;;2;6.3%;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Wraith;3;Minion;2.4;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;3;5.9%;2;3.7%;3;14.3%;;;2;3.1%;3;7.1%;3;5.9%;3;5.9%;2;2.4%;3;5.9%;3;6.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;3;14.3%;2;3.7%;3;5%;3;5%;3;5%;2;3.4%;3;5%;3;5.3%;;;;;;;;;;;;;;;;;3;3.3%;3;3.7%;3;3.3%;3;3.3%;2;6.3%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;2;4.3%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;2;3.4%;3;3.3%;3;3.4%;3;3.3%;2;4%;3;3.3%;3;3.4%;1;2.4%;1;2.4%;1;2.4%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Wraith;3;Minion;2.4;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;3;5.9%;2;3.7%;3;14.3%;;;2;3.1%;3;7.1%;3;5.9%;3;5.9%;2;2.4%;3;5.9%;3;6.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;3;14.3%;2;3.7%;3;5%;3;5%;3;5%;2;3.4%;3;5%;3;5.3%;;;;;;;;;;;;;;;;;3;3.3%;3;3.7%;3;3.3%;3;3.3%;2;6.3%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;2;4.3%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;2;3.4%;3;3.3%;3;3.4%;3;3.3%;2;4%;3;3.3%;3;3.4%;1;2.4%;1;2.4%;1;2.4%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Wraith;3;Minion;2.4;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;3;5.9%;2;3.7%;3;14.3%;;;2;3.1%;3;7.1%;3;5.9%;3;5.9%;2;2.4%;3;5.9%;3;6.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;3;14.3%;2;3.7%;3;5%;3;5%;3;5%;2;3.4%;3;5%;3;5.3%;;;;;;;;;;;;;;;;;3;3.3%;3;3.7%;3;3.3%;3;3.3%;2;6.3%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;2;4.3%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;2;3.4%;3;3.3%;3;3.4%;3;3.3%;2;4%;3;3.3%;3;3.4%;1;2.4%;1;2.4%;1;2.4%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Wraith;3;Minion;2.4;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;3;5.9%;2;3.7%;3;14.3%;;;2;3.1%;3;7.1%;3;5.9%;3;5.9%;2;2.4%;3;5.9%;3;6.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;3;14.3%;2;3.7%;3;5%;3;5%;3;5%;2;3.4%;3;5%;3;5.3%;;;;;;;;;;;;;;;;;3;3.3%;3;3.7%;3;3.3%;3;3.3%;2;6.3%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;2;4.3%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;2;3.4%;3;3.3%;3;3.4%;3;3.3%;2;4%;3;3.3%;3;3.4%;1;2.4%;1;2.4%;1;2.4%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;WraithGhost;3;Minion;2.4;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;3;5.9%;2;3.7%;3;14.3%;;;2;3.1%;3;7.1%;3;5.9%;3;5.9%;2;2.4%;3;5.9%;3;6.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;3;14.3%;2;3.7%;3;5%;3;5%;3;5%;2;3.4%;3;5%;3;5.3%;;;;;;;;;;;;;;;;;3;3.3%;3;3.7%;3;3.3%;3;3.3%;2;6.3%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;2;4.3%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;2;3.4%;3;3.3%;3;3.4%;3;3.3%;2;4%;3;3.3%;3;3.4%;1;2.4%;1;2.4%;1;2.4%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;WraithLightning;3;Minion;2.4;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;3;5.9%;2;3.7%;3;14.3%;;;2;3.1%;3;7.1%;3;5.9%;3;5.9%;2;2.4%;3;5.9%;3;6.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;3;14.3%;2;3.7%;3;5%;3;5%;3;5%;2;3.4%;3;5%;3;5.3%;;;;;;;;;;;;;;;;;3;3.3%;3;3.7%;3;3.3%;3;3.3%;2;6.3%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;2;4.3%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;2;3.4%;3;3.3%;3;3.4%;3;3.3%;2;4%;3;3.3%;3;3.4%;1;2.4%;1;2.4%;1;2.4%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;ForestSpirit;3;Minion;4;0;0;0;0;0;0;0;0;Sup;Mob;0;;;;;;;;;;;;;;;2;33.3%;2;2.4%;;;;;;;;;;;;;;;;;2;33.3%;2;3.6%;;;;;;;;;;;;;;;2;33.3%;2;3.4%;;;;;;;;;;;;;2;33.3%;2;3.3%;;;;;;;;;;;2;33.3%;2;6.3%;;;;;;;;;2;33.3%;2;4.3%;;;;;;;2;33.3%;2;3.4%;;;;;1;33.3%;1;33.3%;1;33.3%;1;33.3%;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;ForestSpirit;3;Minion;4;0;0;0;0;0;0;0;0;Sup;Mob;0;;;;;;;;;;;;;;;2;33.3%;2;2.4%;;;;;;;;;;;;;;;;;2;33.3%;2;3.6%;;;;;;;;;;;;;;;2;33.3%;2;3.4%;;;;;;;;;;;;;2;33.3%;2;3.3%;;;;;;;;;;;2;33.3%;2;6.3%;;;;;;;;;2;33.3%;2;4.3%;;;;;;;2;33.3%;2;3.4%;;;;;1;33.3%;1;33.3%;1;33.3%;1;33.3%;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;ForestSpirit;3;Minion;4;0;0;0;0;0;0;0;0;Sup;Mob;0;;;;;;;;;;;;;;;2;33.3%;2;2.4%;;;;;;;;;;;;;;;;;2;33.3%;2;3.6%;;;;;;;;;;;;;;;2;33.3%;2;3.4%;;;;;;;;;;;;;2;33.3%;2;3.3%;;;;;;;;;;;2;33.3%;2;6.3%;;;;;;;;;2;33.3%;2;4.3%;;;;;;;2;33.3%;2;3.4%;;;;;1;33.3%;1;33.3%;1;33.3%;1;33.3%;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarrior;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarrior;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarrior;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarriorBlood;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarriorLightning;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;Siren;3;Minion;3.5;0;0;0;Rng;DPS;0;Con;0;0;0;0;3;5.9%;3;9.1%;2;3.2%;2;20%;3;9.1%;2;7.1%;3;5.9%;3;5.9%;3;9.1%;3;5.9%;3;6.3%;3;9.1%;2;2.9%;2;5.6%;3;9.1%;2;7.1%;3;9.1%;3;9.1%;3;9.1%;3;9.1%;3;10%;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;2;9.1%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
